"";"word1";"word2";"n"
"889";"ha";"pouco";12
"890";"hino";"estuda";12
"891";"homenageia";"aldir_blanc";12
"892";"lanca";"novos";12
"893";"letras";"ineditas";12
"894";"lista";"final";12
"895";"madrugada";"desta";12
"896";"mobilizacao";"nacional";12
"897";"muita";"luta";12
"898";"nao";"viu";12
"899";"negro";"unimos";12
"900";"online";"cinema";12
"901";"patria";"mae";12
"902";"paulo_gustavo";"aldir_blanc";12
"903";"perdemos";"aldir_blanc";12
"904";"pois";"nao";12
"905";"politicas";"cultura";12
"906";"porjetocultura";"lei";12
"907";"premio";"mauro";12
"908";"primeira";"edicao";12
"909";"primeiro";"album";12
"910";"producao";"audiovisual";12
"911";"projeto";"artisticos";12
"912";"projeto";"conta";12
"913";"promove";"oficia";12
"914";"prorrogar";"prazos";12
"915";"proximos";"dias";12
"916";"proximos";"passos";12
"917";"recursos";"recebidos";12
"918";"rouanet";"lei";12
"919";"sanciona795";"sou1de11milhoes";12
"920";"santacatarina";"fundacaocultura";12
"921";"sc";"santacatarina";12
"922";"sera";"realizado";12
"923";"stf";"atende";12
"924";"teatro";"danca";12
"925";"ter";"acesso";12
"926";"ter";"argumento";12
"927";"terao";"prazo";12
"928";"tudo";"bem";12
"929";"ultimos";"dias";12
"930";"unimos";"barbosa";12
"931";"vai";"sair";12
"932";"1";"milhoes";11
"933";"11";"novos";11
"934";"1518";"21";11
"935";"16";"milhoes";11
"936";"19";"horas";11
"937";"2";"5";11
"938";"2020";"sejucel";11
"939";"3";"dias";11
"940";"30";"anos";11
"941";"31";"12";11
"942";"4";"0";11
"943";"50";"mil";11
"944";"73";"2021";11
"945";"abre";"inscricao";11
"946";"adotara";"cotas";11
"947";"agenda";"cultura";11
"948";"alagoas";"maceio";11
"949";"album";"aldir_blanc";11
"950";"aldir_blanc";"cade";11
"951";"aldir_blanc";"entao";11
"952";"aldir_blanc";"faria";11
"953";"aldir_blanc";"funcapse";11
"954";"aldir_blanc";"ii";11
"955";"aldir_blanc";"proacexpressolab";11
"956";"aldir_blanc";"proaclab";11
"957";"aldir_blanc";"promove";11
"958";"aldir_blanc";"realiza";11
"959";"aldir_blanc";"sancionada";11
"960";"apoio";"cultura";11
"961";"apresenta";"projeto";11
"962";"artesanato";"lei";11
"963";"audiovisual";"via";11
"964";"camara";"municipal";11
"965";"chamadas";"publicas";11
"966";"consulta";"publica";11
"967";"crispinianoneto";"desgovernadora";11
"968";"cultura";"aprovados";11
"969";"cultura";"mario";11
"970";"cultura";"nesta";11
"971";"cultura";"realiza";11
"972";"culturapresente";"lei";11
"973";"culturaquemovimenta";"lei";11
"974";"curuocango";"4";11
"975";"deputada";"federal";11
"976";"deputados";"votara";11
"977";"desses";"recursos";11
"978";"deveria";"ter";11
"979";"dia";"14";11
"980";"dia";"18";11
"981";"disponivel";"gratuitamente";11
"982";"diz";"secretario";11
"983";"edital";"proac";11
"984";"edital";"projeto";11
"985";"edital";"sao";11
"986";"elogia";"agilidade";11
"987";"emergencia";"sanitaria";11
"988";"espaco";"cultura";11
"989";"estende";"prazos";11
"990";"execucao";"prestacao";11
"991";"fc0821";"aldir_blanc";11
"992";"festival";"cultura";11
"993";"filmes";"lei";11
"994";"fja";"prorroga";11
"995";"flavio";"migliaccio";11
"996";"fundo";"estadual";11
"997";"genial";"aldir_blanc";11
"998";"importante";"vitoria";11
"999";"jornalismo";"regiaodoslagos";11
"1000";"lancado";"nesta";11
"1001";"leila";"pinheiro";11
"1002";"luz";"aldir_blanc";11
"1003";"mae";"gentil";11
"1004";"mil";"pessoas";11
"1005";"morria";"aldir_blanc";11
"1006";"nao";"chegou";11
"1007";"nao";"perder";11
"1008";"nao";"podemos";11
"1009";"nao";"sao";11
"1010";"nao";"utilizados";11
"1011";"neste";"domingo";11
"1012";"nova";"fase";11
"1013";"novo";"prazo";11
"1014";"oficinas";"gratuitas";11
"1015";"orienta";"municipios";11
"1016";"paraiba";"adotara";11
"1017";"paulobengtson";"landaojesse";11
"1018";"pcdob";"ba";11
"1019";"pcdob";"pcdobnacamara";11
"1020";"pequenas";"empresas";11
"1021";"permanente";"inspirada";11
"1022";"premio";"encontro";11
"1023";"proac";"etcprodutora";11
"1024";"projeto";"financiados";11
"1025";"projetocultura";"elaborandoprojeto";11
"1026";"promove";"live";11
"1027";"publica";"edital";11
"1028";"quarta_feira";"21";11
"1029";"quer";"saber";11
"1030";"realiza";"pesquisa";11
"1031";"receber";"recursos";11
"1032";"recital";"xapiri";11
"1033";"recursos";"disponiveis";11
"1034";"recursos";"oriundos";11
"1035";"rondonia";"portovelho";11
"1036";"sanciona";"ampliacao";11
"1037";"sao";"caetano";11
"1038";"sao";"jose";11
"1039";"sao";"sebastiao";11
"1040";"segmentos";"cultura";11
"1041";"sejucel";"codec";11
"1042";"sistema";"nacional";11
"1043";"sp";"escola";11
"1044";"tanta";"gente";11
"1045";"todo";"dia";11
"1046";"trajetorias";"cultura";11
"1047";"vai";"distribuir";11
"1048";"varios";"artistas";11
"1049";"veto";"presidencial";11
"1050";"vetos";"feitos";11
"1051";"xapiri";"curuocango";11
"1052";"youtube";"projeto";11
"1053";"10";"milhoes";10
"1054";"11";"2021";10
"1055";"11";"edital";10
"1056";"2";"lei";10
"1057";"2";"mil";10
"1058";"20";"anos";10
"1059";"2021";"estado";10
"1060";"2021";"sera";10
"1061";"40";"milhoes";10
"1062";"600";"mil";10
"1063";"7";"bilhoes";10
"1064";"73";"anos";10
"1065";"97";"municipios";10
"1066";"aberta";"lei";10
"1067";"aldir_blanc";"acompanhe";10
"1068";"aldir_blanc";"acontece";10
"1069";"aldir_blanc";"aprovado";10
"1070";"aldir_blanc";"culturapresenterj";10
"1071";"aldir_blanc";"derrubavetolei";10
"1072";"aldir_blanc";"fazendo";10
"1073";"aldir_blanc";"joao";10
"1074";"aldir_blanc";"onde";10
"1075";"aldir_blanc";"pa";10
"1076";"aldir_blanc";"paulo_gustavo";10
"1077";"aldir_blanc";"pl";10
"1078";"aldir_blanc";"premioculturanapalnadamao";10
"1079";"aldir_blanc";"resposta";10
"1080";"aldir_blanc";"sendo";10
"1081";"aldir_blanc";"serve";10
"1082";"aldir_blanc";"soscultura";10
"1083";"alguns";"artistas";10
"1084";"anuncia";"segunda";10
"1085";"apos";"articulacao";10
"1086";"arte";"projetocultura";10
"1087";"artesanato";"porjetocultura";10
"1088";"assista";"neste";10
"1089";"atencao";"cultura";10
"1090";"audiovisual";"lei";10
"1091";"auxilio";"cultura";10
"1092";"beneficio";"emergencial";10
"1093";"boa";"noite";10
"1094";"boa";"tarde";10
"1095";"bolsa";"cultura";10
"1096";"brasil";"sos";10
"1097";"c";"renato";10
"1098";"cada";"dia";10
"1099";"carlos";"segundo";10
"1100";"change";"br";10
"1101";"comunicado";"orienta";10
"1102";"conexao";"cultura";10
"1103";"convoca";"artistas";10
"1104";"credibilidade";"manaus";10
"1105";"crianca";"viada";10
"1106";"criativa";"lei";10
"1107";"criciuma";"criciuma";10
"1108";"cultura";"fundo";10
"1109";"cultura";"jose";10
"1110";"cultura";"potiguar";10
"1111";"cultura";"presente";10
"1112";"cultura";"projeto";10
"1113";"cultura";"serao";10
"1114";"cultura";"vem";10
"1115";"dar";"dinheiro";10
"1116";"deputados";"digasimaprorrogacao";10
"1117";"desta";"vez";10
"1118";"dia";"5";10
"1119";"diversidade";"cultura";10
"1120";"dona";"ivone";10
"1121";"duncan";"emocionada";10
"1122";"edital";"retomada";10
"1123";"efraim";"filho";10
"1124";"emrondonia";"rondonia";10
"1125";"executa";"los";10
"1126";"expresso";"lab";10
"1127";"fatimabezerra";"fatimabezerra";10
"1128";"fazem";"parte";10
"1129";"federal";"atraves";10
"1130";"funjope";"divulga";10
"1131";"garantir";"prorrogacao";10
"1132";"gentil";"choram";10
"1133";"governo";"municipal";10
"1134";"gravando";"gracas";10
"1135";"grupos";"cultura";10
"1136";"iniciativas";"cultura";10
"1137";"inscricoes";"comecam";10
"1138";"inscricoes";"vao";10
"1139";"interagindocomanoticia";"credibilidade";10
"1140";"ivone";"lara";10
"1141";"junho";"ter";10
"1142";"labprorrogapravaler";"forabolsonarogenocida";10
"1143";"lei";"aldir_blancap";10
"1144";"live";"lei";10
"1145";"live";"sera";10
"1146";"livro";"infantil";10
"1147";"maceio";"noticias";10
"1148";"maus";"tratos";10
"1149";"molotov";"exe";10
"1150";"municipios";"nao";10
"1151";"nao";"fez";10
"1152";"nao";"passa";10
"1153";"nao";"perde";10
"1154";"nao";"podem";10
"1155";"noticia";"boa";10
"1156";"paulo_gustavo";"nao";10
"1157";"pessoas";"fisicas";10
"1158";"peticao";"via";10
"1159";"portugal";"pcdob";10
"1160";"pre";"venda";10
"1161";"proac";"lab";10
"1162";"prorrogar";"prazo";10
"1163";"proxima";"quarta_feira";10
"1164";"proxima";"semana";10
"1165";"psicologica";"contra";10
"1166";"querendo";"aprender";10
"1167";"sabado";"19";10
"1168";"sector";"cultura";10
"1169";"secult";"prorroga";10
"1170";"secultamapa";"lei";10
"1171";"seculte";"vitoria";10
"1172";"sera";"exibido";10
"1173";"sex";"20h";10
"1174";"sexta_feira";"10";10
"1175";"sexta_feira";"26";10
"1176";"silva";"pt";10
"1177";"tadeu";"alencar";10
"1178";"tao";"importante";10
"1179";"tentar";"reviver";10
"1180";"terao";"direito";10
"1181";"terca_feira";"31";10
"1182";"termina";"nesta";10
"1183";"transfere";"recursos";10
"1184";"tres";"dias";10
"1185";"ultimo";"edital";10
"1186";"vai";"comecar";10
"1187";"vai";"dar";10
"1188";"vai";"fazer";10
"1189";"vamos";"falar";10
"1190";"vamos";"juntos";10
"1191";"vamos";"lutar";10
"1192";"vao";"executa";10
"1193";"verba";"emergencial";10
"1194";"verba";"publica";10
"1195";"via";"change";10
"1196";"vigia";"querendo";10
"1197";"vitoria";"importante";10
"1198";"voce";"conhece";10
"1199";"votar";"contra";10
"1200";"web";"serie";10
"1201";"zelia";"duncan";10
"1202";"1";"mil";9
"1203";"12�";"edicao";9
"1204";"2";"7";9
"1205";"3";"000";9
"1206";"3";"5";9
"1207";"40";"anos";9
"1208";"47";"milhoes";9
"1209";"500";"agentes";9
"1210";"53";"projeto";9
"1211";"6";"mil";9
"1212";"agosto";"lei";9
"1213";"aldir_blanc";"apesar";9
"1214";"aldir_blanc";"completaria";9
"1215";"aldir_blanc";"eixo";9
"1216";"aldir_blanc";"fucisfs";9
"1217";"aldir_blanc";"funjope";9
"1218";"aldir_blanc";"ganha";9
"1219";"aldir_blanc";"leis";9
"1220";"aldir_blanc";"paraiba";9
"1221";"aldir_blanc";"precisa";9
"1222";"aldir_blanc";"precisam";9
"1223";"aldir_blanc";"proac";9
"1224";"aldir_blanc";"rouanet";9
"1225";"aldir_blanc";"seculte";9
"1226";"aldir_blanc";"secultpara";9
"1227";"aldir_blanc";"todo";9
"1228";"aldir_blanc";"veio";9
"1229";"aldir_blanc";"viva";9
"1230";"altera";"lei";9
"1231";"amplia";"prazos";9
"1232";"ano";"apos";9
"1233";"ano";"perdiamos";9
"1234";"anos";"hoje";9
"1235";"ap";"via";9
"1236";"arte";"projeto";9
"1237";"artes";"cenicas";9
"1238";"artes";"jorge";9
"1239";"artistico";"escritacriativa";9
"1240";"assim";"pungente";9
"1241";"auxilio";"permanente";9
"1242";"baixada";"cultura";9
"1243";"bastos";"aldir_blanc";9
"1244";"belo";"horizonte";9
"1245";"bolsonaro";"vetou";9
"1246";"cada";"estado";9
"1247";"codec";"1�";9
"1248";"comecam";"neste";9
"1249";"completaria";"75";9
"1250";"composicao";"corporal";9
"1251";"crispinianoneto";"crispiniano";9
"1252";"cultura";"alimentar";9
"1253";"cultura";"artistico";9
"1254";"cultura";"edital";9
"1255";"cultura";"elaborandoprojeto";9
"1256";"cultura";"haitiana";9
"1257";"cultura";"prefeitura";9
"1258";"deputada";"jandira";9
"1259";"deputados";"aprova";9
"1260";"dessa";"lei";9
"1261";"desse";"ano";9
"1262";"desse";"governo";9
"1263";"desta";"sexta_feira";9
"1264";"dezembro";"deste";9
"1265";"dia";"02";9
"1266";"dia";"04";9
"1267";"dia";"13";9
"1268";"dia";"7";9
"1269";"dia";"deputado";9
"1270";"dor";"assim";9
"1271";"edicao";"pacaas";9
"1272";"edital";"2020";9
"1273";"educacao";"basica";9
"1274";"educacao";"cultura";9
"1275";"eixo";"i";9
"1276";"emergencial";"destinado";9
"1277";"encontros";"virtuais";9
"1278";"entao";"nao";9
"1279";"equilibrista";"sabe";9
"1280";"escritacriativa";"medium";9
"1281";"etcprodutora";"elaboracaodeprojeto";9
"1282";"evento";"lgbt";9
"1283";"exibicao";"audiovisual";9
"1284";"falta";"voce";9
"1285";"faria";"75";9
"1286";"fatimabezerra";"antenorrobertos";9
"1287";"faz";"jus";9
"1288";"festivais";"mostras";9
"1289";"filme";"rn";9
"1290";"frias";"publica";9
"1291";"fucisfs";"proponente";9
"1292";"govrn";"cultura";9
"1293";"grande";"lanca";9
"1294";"grandes";"nomes";9
"1295";"ha";"1";9
"1296";"herdersonfile";"edital";9
"1297";"ii";"lei";9
"1298";"inicia";"cronograma";9
"1299";"j";"inacio";9
"1300";"joao";"azevedo";9
"1301";"lgbt";"financiado";9
"1302";"literatura";"proposto";9
"1303";"live";"cultura";9
"1304";"longametragem";"filme";9
"1305";"maio";"lei";9
"1306";"maranhao";"lanca";9
"1307";"mariana";"ferrer";9
"1308";"medium";"tumblr";9
"1309";"mesma";"coisa";9
"1310";"mil";"cada";9
"1311";"mostraelas";"15";9
"1312";"mturismo";"mfriasoficial";9
"1313";"muitas";"pessoas";9
"1314";"mundo";"abre";9
"1315";"musica";"live";9
"1316";"nao";"conheco";9
"1317";"nao";"consigo";9
"1318";"nao";"percam";9
"1319";"nessa";"pandemia";9
"1320";"nesta";"pandemia";9
"1321";"nova";"chamada";9
"1322";"novo";"album";9
"1323";"novo";"decreto";9
"1324";"observatorio";"baixada";9
"1325";"outros";"artistas";9
"1326";"pacaas";"novos";9
"1327";"paraiba";"inicia";9
"1328";"parecer";"favoravel";9
"1329";"partido";"novo";9
"1330";"pl";"1075";9
"1331";"pl795";"21";9
"1332";"pl795bolsonaroassinja";"sanciona795";9
"1333";"podem";"participar";9
"1334";"prazo";"prorrogado";9
"1335";"presidente";"jairbolsonaro";9
"1336";"primeira";"hora";9
"1337";"pro";"aborto";9
"1338";"processo";"seletivo";9
"1339";"producoes";"artisticas";9
"1340";"projeto";"cria";9
"1341";"projeto";"inscritos";9
"1342";"projeto";"roteiro";9
"1343";"projeto";"selecionados";9
"1344";"promove";"oficina";9
"1345";"propostas";"contempladas";9
"1346";"prorroga";"prestacao";9
"1347";"publica";"criticas";9
"1348";"pungente";"nao";9
"1349";"quadrilha";"junina";9
"1350";"quer";"destravar";9
"1351";"relatorio";"parcial";9
"1352";"repassar";"recursos";9
"1353";"repost";"leiemergenciacultura";9
"1354";"rn";"govrn";9
"1355";"roda";"bixa";9
"1356";"roteiro";"longametragem";9
"1357";"rouanet";"aldir_blanc";9
"1358";"sabado";"10";9
"1359";"sabado";"28";9
"1360";"sanciona795";"soscultura";9
"1361";"secultba";"culturaquemovimenta";9
"1362";"sera";"lancada";9
"1363";"sergipe";"funcap";9
"1364";"site";"link";9
"1365";"soscultura";"pl795semvetos";9
"1366";"teatro";"gira";9
"1367";"tempoaderiva";"escrita";9
"1368";"terca_feira";"22";9
"1369";"terminam";"nesta";9
"1370";"tiago";"sa";9
"1371";"tres";"projeto";9
"1372";"tuitaco";"derrubavetolei";9
"1373";"tumblr";"tempoaderiva";9
"1374";"vai";"abrir";9
"1375";"vai";"contar";9
"1376";"vai";"ficar";9
"1377";"valor";"pago";9
"1378";"via";"primeira";9
"1379";"viva";"lei";9
"1380";"voce";"acha";9
"1381";"voces";"nao";9
"1382";"wellington";"fagundes";9
"1383";"04";"05";8
"1384";"05";"2021";8
"1385";"05";"edital";8
"1386";"1";"5";8
"1387";"10";"3";8
"1388";"18";"anos";8
"1389";"2";"3";8
"1390";"20";"00";8
"1391";"20";"fundacao";8
"1392";"200";"agentes";8
"1393";"27";"3";8
"1394";"3";"portarias";8
"1395";"300";"mil";8
"1396";"4";"5";8
"1397";"50";"anos";8
"1398";"6043";"whatsapp";8
"1399";"63";"9";8
"1400";"8";"bi";8
"1401";"80";"2020";8
"1402";"84";"projeto";8
"1403";"9";"9290";8
"1404";"9290";"6043";8
"1405";"abril";"lei";8
"1406";"ad";"comunique";8
"1407";"agencia";"brasilia";8
"1408";"agora";"nada";8
"1409";"ah";"recomecar";8
"1410";"ainda";"bem";8
"1411";"aldir_blanc";"aprovaleipaulogustavo";8
"1412";"aldir_blanc";"assim";8
"1413";"aldir_blanc";"brasil";8
"1414";"aldir_blanc";"comentariosdodudu";8
"1415";"aldir_blanc";"comissao";8
"1416";"aldir_blanc";"encerra";8
"1417";"aldir_blanc";"etc";8
"1418";"aldir_blanc";"k";8
"1419";"aldir_blanc";"mauricio";8
"1420";"aldir_blanc";"nada";8
"1421";"aldir_blanc";"p";8
"1422";"aldir_blanc";"politicaspublicas";8
"1423";"aldir_blanc";"quase";8
"1424";"aldir_blanc";"secultpa";8
"1425";"aldir_blanc";"segue";8
"1426";"aldir_blanc";"sempre";8
"1427";"aldir_blanc";"veneziano";8
"1428";"aldir_blancrj";"retomadaculturarj";8
"1429";"amazonia";"encena";8
"1430";"ammmg";"cultura";8
"1431";"amplia";"prazo";8
"1432";"anuncie";"ad";8
"1433";"apoio";"lei";8
"1434";"apresenta";"espetaculo";8
"1435";"aprovada";"agora";8
"1436";"aprovou";"nesta";8
"1437";"arte";"solidaria";8
"1438";"artista";"brasileiro";8
"1439";"artista";"visual";8
"1440";"artistas";"espacos";8
"1441";"ativa";"2";8
"1442";"ativa";"lei";8
"1443";"atividades";"artisticas";8
"1444";"audiovisual";"sendo";8
"1445";"augusto";"martins";8
"1446";"augusto";"porque";8
"1447";"aulas";"gratuitas";8
"1448";"azevedo";"anuncia";8
"1449";"beneficio";"anterior";8
"1450";"bilhoes";"sera";8
"1451";"bio";"revista";8
"1452";"cabo";"frio";8
"1453";"cadastro";"cultura";8
"1454";"canal";"youtube";8
"1455";"cidades";"baianas";8
"1456";"cobra";"urgencia";8
"1457";"comecam";"nesta";8
"1458";"comunica";"revista";8
"1459";"comunique";"comunica";8
"1460";"concurso";"publico";8
"1461";"conseguimos";"derrubar";8
"1462";"conseguiram";"acessar";8
"1463";"contemplara";"dois";8
"1464";"corda";"bamba";8
"1465";"corporal";"via";8
"1466";"corrinha";"mendes";8
"1467";"criativa";"2020";8
"1468";"crispinianoneto";"quero";8
"1469";"cultura";"2";8
"1470";"cultura";"conseguimos";8
"1471";"cultura";"governo";8
"1472";"cultura";"nacional";8
"1473";"cultura";"politica";8
"1474";"deputados";"hoje";8
"1475";"deputados";"quer";8
"1476";"desta";"segunda_feira";8
"1477";"deste";"mes";8
"1478";"dia";"05";8
"1479";"dia";"azul";8
"1480";"dia";"nacional";8
"1481";"digital";"revistapmw";8
"1482";"direitos";"humanos";8
"1483";"discutir";"uso";8
"1484";"divulga";"edital";8
"1485";"duarte";"via";8
"1486";"edicao";"especial";8
"1487";"edital";"artisticos";8
"1488";"edital";"corrinha";8
"1489";"edital";"fomento";8
"1490";"edital";"municipais";8
"1491";"emergencial";"lei";8
"1492";"escuta";"publica";8
"1493";"espetaculo";"teatral";8
"1494";"espirito";"santo";8
"1495";"estados";"municipios";8
"1496";"evento";"gratuito";8
"1497";"faixas";"autorais";8
"1498";"fake";"news";8
"1499";"fausto";"peres";8
"1500";"faz";"sentido";8
"1501";"fazendo";"campanha";8
"1502";"feiras";"artisticas";8
"1503";"fique";"atento";8
"1504";"forma";"gratuita";8
"1505";"froc";"lei";8
"1506";"fundacao";"catarinense";8
"1507";"funjope";"reune";8
"1508";"genero";"politica";8
"1509";"geral";"aprovaleipaulogustavo";8
"1510";"gestao";"cultura";8
"1511";"gov";"federal";8
"1512";"governo";"estadual";8
"1513";"governo";"nao";8
"1514";"governodoestadodoriograndedosul";"secretariaespecialdacultura";8
"1515";"grande";"conquista";8
"1516";"guilherme";"secultamapa";8
"1517";"guinga";"aldir_blanc";8
"1518";"ha";"folhas";8
"1519";"incentivo";"aldir_blanc";8
"1520";"inclui";"cultura";8
"1521";"independentepop";"prevailrecords";8
"1522";"inedito";"faz";8
"1523";"informacao";"jornalismo";8
"1524";"inglaterra";"realizado";8
"1525";"inicia";"pagamento";8
"1526";"inspiracao";"p";8
"1527";"jornalismo";"vitrine";8
"1528";"lanca";"nesta";8
"1529";"lanca";"segunda";8
"1530";"lancados";"05";8
"1531";"lei";"aldir_blancpa";8
"1532";"lei";"mariana";8
"1533";"leia";"cultura";8
"1534";"lepera";"rede";8
"1535";"link";"lei";8
"1536";"luciano";"lepera";8
"1537";"luta";"continua";8
"1538";"mage";"realiza";8
"1539";"maior";"fatia";8
"1540";"maneira";"geral";8
"1541";"manifestacoes";"cultura";8
"1542";"medidas";"emergenciais";8
"1543";"meio";"ambiente";8
"1544";"memoria";"viva";8
"1545";"mfriasoficial";"lei";8
"1546";"monologo";"teatral";8
"1547";"morte";"injusta";8
"1548";"mostra";"mapa";8
"1549";"muitas";"vezes";8
"1550";"municipios";"brasileiros";8
"1551";"municipios";"goianos";8
"1552";"musica";"teatro";8
"1553";"nao";"conseguiu";8
"1554";"nao";"deixe";8
"1555";"nao";"posso";8
"1556";"neste";"dia";8
"1557";"neste";"final";8
"1558";"nilopolis";"abre";8
"1559";"n�";"80";8
"1560";"notas";"tecnicas";8
"1561";"nova";"data";8
"1562";"nova";"edicao";8
"1563";"nucleo";"luciano";8
"1564";"ocupacaodoquiosque";"quiosquedacultura";8
"1565";"online";"inclusiva";8
"1566";"outro";"lado";8
"1567";"outros";"projeto";8
"1568";"pandemia";"lei";8
"1569";"parte";"1";8
"1570";"peca";"teatral";8
"1571";"pedro";"leopoldo";8
"1572";"pericles";"cavalcanti";8
